Date,Open,Close,Change,Gain,Loss,Avg_Gain,Avg_Loss,RSI,MACD Line,Signal Line,MACD Histogram
2024-12-09 00:00:00-05:00,157.0,157.0800018310547,,0.0,0.0,,,,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,159.05999755859375,157.0,-0.0800018310546875,0.0,0.0800018310546875,,,,-0.006381912448802041,-0.0012763824897604082,-0.005105529959041633
2024-12-11 00:00:00-05:00,156.86000061035156,156.2100067138672,-0.7899932861328125,0.0,0.7899932861328125,,,,-0.0743286653984967,-0.015886839071507668,-0.05844182632698903
2024-12-12 00:00:00-05:00,155.8699951171875,154.7100067138672,-1.5,0.0,1.5,,,,-0.24637437024060205,-0.06198434530532655,-0.1843900249352755
2024-12-13 00:00:00-05:00,154.8699951171875,153.8699951171875,-0.8400115966796875,0.0,0.8400115966796875,,,,-0.44536980060425435,-0.13866143636511213,-0.3067083642391422
2024-12-16 00:00:00-05:00,153.88999938964844,149.36000061035156,-4.5099945068359375,0.0,4.5099945068359375,,,,-0.9559741035643299,-0.3021239698049557,-0.6538501337593742
2024-12-17 00:00:00-05:00,148.0,148.11000061035156,-1.25,0.0,1.25,,,,-1.4448410178086988,-0.5306673794057043,-0.9141736384029945
2024-12-18 00:00:00-05:00,147.75999450683594,144.0800018310547,-4.029998779296875,0.0,4.029998779296875,,,,-2.1328723658607487,-0.8511083766967131,-1.2817639891640356
2024-12-19 00:00:00-05:00,144.57000732421875,141.14999389648438,-2.9300079345703125,0.0,2.9300079345703125,,,,-2.8813548542335354,-1.2571576722040776,-1.6241971820294578
2024-12-20 00:00:00-05:00,140.82000732421875,142.85000610351562,1.70001220703125,1.70001220703125,0.0,,,,-3.2993232960816954,-1.665590796979601,-1.6337324991020943
2024-12-23 00:00:00-05:00,142.47999572753906,142.97000122070312,0.1199951171875,0.1199951171875,0.0,,,,-3.5796200625850076,-2.0483966501006825,-1.5312234124843251
2024-12-24 00:00:00-05:00,143.10000610351562,143.83999633789062,0.8699951171875,0.8699951171875,0.0,,,,-3.6890310804107287,-2.3765235361626917,-1.312507544248037
2024-12-26 00:00:00-05:00,143.6699981689453,143.97999572753906,0.1399993896484375,0.1399993896484375,0.0,,,,-3.7215436806109494,-2.6455275650523435,-1.0760161155586059
2024-12-27 00:00:00-05:00,144.2899932861328,144.0,0.0200042724609375,0.0200042724609375,0.0,0.1614377920650433,0.6694050915480483,19.430604179095553,-3.7030099789120925,-2.8570240478242934,-0.8459859310877991
2024-12-30 00:00:00-05:00,143.7899932861328,143.07000732421875,-0.92999267578125,0.0,0.92999267578125,0.1499065212032545,0.6880184904218485,17.890207252856698,-3.720477178453507,-3.0297146739501364,-0.6907625045033705
2024-12-31 00:00:00-05:00,143.52000427246094,144.83999633789062,1.769989013671875,1.769989013671875,0.0,0.2656266992367274,0.6388743125345736,29.367208635460315,-3.55056800118075,-3.1338853393962594,-0.41668266178449054
2025-01-02 00:00:00-05:00,145.47999572753906,146.7100067138672,1.8700103759765625,1.8700103759765625,0.0,0.38022553328957276,0.5932404330678184,39.0589446811723,-3.2278113451064883,-3.1526705405383053,-0.07514080456818295
2025-01-03 00:00:00-05:00,147.5399932861328,147.85000610351562,1.1399993896484375,1.1399993896484375,0.0,0.4344950944580631,0.5508661164201171,44.095006953930074,-2.8472150239925327,-3.091579437229151,0.24436441323661828
2025-01-06 00:00:00-05:00,148.39999389648438,147.25999450683594,-0.5900115966796875,0.0,0.5900115966796875,0.4034597305682015,0.5536622221529436,42.15342981332165,-2.563646580416247,-2.9859928658665704,0.4223462854503235
2025-01-07 00:00:00-05:00,148.5050048828125,150.3300018310547,3.07000732421875,3.07000732421875,0.0,0.593927415828955,0.5141149205705905,53.60150928518245,-2.0673613571020724,-2.8022665641136713,0.7349052070115989
